0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	9.81000000000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	-9.81000000000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7.54306530622101	-6.94367291656421	-17.5834022754654	-2.31606343001836	15.9331855044946	19.1844538145846	6.84794286229135	-5.97305754767028	-8.50476995610894	-0.502945267046705	1.38173379100735	1.74609153441006	-2.72957584141921	-3.57072619059552	-0.539730753312020	-0.564352143695525	9.43072465972719	-5.39440823777122	-2.17470797390043	-3.30847066374682	-0.106040665649792	-0.126668308905878	0.868745431164002	-0.435413910395595
-12.5758830205788	12.5502744698312	-2.37297783556460	-19.1827869270990	-28.0808161989309	-31.9230903809160	-11.4061900756938	10.6891584337410	-0.519289942790509	-8.83202790908570	-2.39331434831932	-2.88353463878576	-0.497308302682640	0.635017990776650	-2.59000922495795	1.06402466306392	-1.88891403059654	-0.121083534444745	-0.217133526583216	0.621742690802448	-0.575311219489692	0.230718463305458	-0.182035262377559	0.0208675046533263
4.06868554481722	20.7426532154031	0.0404157595015454	-0.0814044714525226	-92.5061432349342	10.1189957568352	3.65413740058872	23.3225634805498	0.00998181195954606	-0.0177375718868518	-15.9932647168635	0.908666338222027	0.885256599994625	0.454294268805575	0.0635802302833328	0.435583757504626	-1.11863447571446	1.54147881815432	0.661921156882105	0.407459352595218	0.0145557298076227	0.0944907505133512	-0.0993798782783939	0.114484217994929
-19.1042482448483	-3.79958825366103	0.0565403115526459	-0.0233453089520625	8.90384121082696	-88.4579564197454	-21.8921319073714	-3.31240498406490	0.0135649910863218	-0.00602443963914557	0.777308559257280	-15.6120242697145	-1.26344096173713	-0.472995536181525	0.0209395688224309	-0.475602154248719	1.15100131809624	-2.36810608038894	-0.972274979717675	-0.424015637334641	0.00650425102737241	-0.104497712669001	0.100333774764694	-0.189037250889062
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.81000000000000	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-9.81000000000000	0	0	0	0	0	0	0
3.12823032297791	-8.77577367281116	-0.636357262731919	-2.63401923420261	19.0698355506123	9.86647426727576	3.16288661998628	-7.37512781536175	-0.129375407730112	-0.581457737843412	1.59879928434867	0.993622323203611	-2.55748875089441	-3.68032725218784	-17.3370562508891	-1.14172638434784	8.98988053356340	-4.65171930642473	-1.95328055071697	-3.29675521733620	-8.44917165881784	-0.258438186429523	0.787327630685692	-0.362191399943307
-52.9573729254416	-40.6714816185837	-0.615406816489799	1.11682055972952	80.9232266015482	-118.698891949543	-45.2906083586688	-32.9466850245276	-0.145788340588076	0.234213120676307	6.37411452478356	-10.0606937982704	2.23456601928081	-2.63093592637023	-1.28046160238979	-20.5176014139745	6.02378163375869	7.86859004958063	2.51420887140666	-2.28267975146756	-0.298084934012349	-9.11078297636380	0.509932212989281	0.751440703351262
0.408433491613800	0.338869186307233	0.0280501542708295	-0.00101767886021555	-0.756782247151885	0.978562187865115	0.362597781424655	0.288354149441981	0.00736304155641849	-0.000455850239784101	-0.0647900392307507	0.0852724635938049	-0.0661563953636954	16.8518882397881	0.0269634111007548	0.0275954369121636	-83.4609751026295	-0.209951231476761	-0.0680345030584148	20.0021408484440	0.00627581989017035	0.00612857352701324	-15.1791971323365	-0.0206419791129907
-1.08422801104547	-0.412173905497369	-0.0194479041853572	-0.00522278358685169	0.767430929411261	-2.06977486350899	-0.840834096138604	-0.316905667952809	-0.00453205339243538	-0.000863782571807554	0.0596256344763662	-0.167304634636952	-28.1360230738594	0.0379073528039476	-0.0143267882160051	0.0513232677275562	-0.148664055714921	-107.466625596526	-29.1975561095083	0.0446913844591693	-0.00315091395906640	0.0133564859363176	-0.0154052421352122	-17.2570408807090
